,index,link,title,postdate,latitude,longitude,neighborhood,beds,baths,area,others,price,text,restaurant_count,school_count,bus_station_count,railway_station_count,distance_from_us
83,87,https://chicago.craigslist.org/chc/apa/d/chicago-your-new-home-awaits-in-this/6843110305.html,***YOUR NEW HOME AWAITS IN THIS SOUTH LOOP GEM! CALL ME FOR A TOUR!***,Apr  4,41.851133,-87.623851,,1.0,1.0,935.0,"['available apr 4', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'no smoking', 'attached garage']",2005.0,price: $2005.0<br>Beds: 1.0<br> Baths: 1.0,3,2,0,5,2.0828321000017396
84,88,https://chicago.craigslist.org/chc/apa/d/chicago-amazing-duplex-in-lincoln/6853847613.html,Amazing Duplex in Lincoln Square 3 bedrooms 2.5 baths,Apr  4,41.969731,-87.693857,,3.0,2.5,,,2100.0,price: $2100.0<br>Beds: 3.0<br> Baths: 2.5,11,1,0,3,6.861060800587517
85,89,https://chicago.craigslist.org/chc/apa/d/chicago-spectacular-lincoln-unit-no/6858266621.html,Spectacular Lincoln Unit: No Security Deposit,Apr  4,41.929732,-87.643154,,1.0,1.0,,,1900.0,price: $1900.0<br>Beds: 1.0<br> Baths: 1.0,38,5,0,3,3.5265668687688905
86,90,https://chicago.craigslist.org/chc/apa/d/chicago-unique-first-floor-1-bedroom/6852987909.html,--- UNIQUE FIRST FLOOR 1 BEDROOM - BRAND NEW REHAB ---,Apr  4,41.9909,-87.6629,,1.0,1.0,,,1550.0,price: $1550.0<br>Beds: 1.0<br> Baths: 1.0,13,5,0,3,7.833360223095645
87,91,https://chicago.craigslist.org/chc/apa/d/chicago-lakeview-2-bedroom/6858266874.html,Lakeview 2 bedroom,Apr  4,41.938217,-87.655513,,2.0,1.0,,,1475.0,price: $1475.0<br>Beds: 2.0<br> Baths: 1.0,30,4,0,4,4.183054925555176
88,92,https://chicago.craigslist.org/chc/apa/d/chicago-recycling-center-optional-in/6850149215.html,"Recycling center, Optional in-home bicycle wall mount, Bicycle storage",Apr  4,41.871551,-87.630608,,2.0,2.0,1264.0,"['cats are OK - purrr', 'apartment', 'w/d in unit', 'attached garage']",3028.0,price: $3028.0<br>Beds: 2.0<br> Baths: 2.0,29,2,1,15,0.7013738421682101
89,93,https://chicago.craigslist.org/chc/apa/d/chicago-granite-and-stainless-brand-new/6858266981.html,GRANITE AND STAINLESS!! BRAND NEW REMODEL!!,Apr  4,41.987631,-87.655556,,1.0,1.0,,,1350.0,price: $1350.0<br>Beds: 1.0<br> Baths: 1.0,5,1,0,3,7.561876954182116
90,94,https://chicago.craigslist.org/chc/apa/d/chicago-lakeview-1bd-by-wrigley-no-sec/6854983334.html,"Lakeview 1bd by Wrigley! No Sec Dep, Pets OK! Red EL, Jewel, Target!",Apr  4,41.945532,-87.654455,,1.0,1.0,,,1395.0,price: $1395.0<br>Beds: 1.0<br> Baths: 1.0,35,2,0,4,4.671395870717761
91,95,https://chicago.craigslist.org/chc/apa/d/chicago-fall-in-love-with-your-new-home/6839888409.html,"***FALL IN LOVE WITH YOUR NEW HOME; FTC WINDOWS, LARGE CLOSETS!***",Apr  4,41.890932,-87.622052,,1.0,1.0,773.0,"['available apr 4', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'no smoking', 'attached garage']",2473.0,price: $2473.0<br>Beds: 1.0<br> Baths: 1.0,50,1,0,10,1.2621981332875036
92,96,https://chicago.craigslist.org/chc/apa/d/updated-lakeview-1bd-no-sec-dep-pets-ok/6854982860.html,"UPDATED Lakeview 1bd! No Sec Dep, Pets Ok! DW, HWF! Brown EL, Jewel!",Apr  4,41.959932,-87.669455,,1.0,1.0,,,1420.0,price: $1420.0<br>Beds: 1.0<br> Baths: 1.0,6,7,0,6,5.805246061543218
93,97,https://chicago.craigslist.org/chc/apa/d/chicago-lakeview-studio-by-p-el-no-sec/6854982443.html,"Lakeview Studio by B-P EL! No Sec Dep, Pets Ok! Heat, Gas, Elctric Inc",Apr  4,41.932832,-87.647854,,0.0,1.0,,,990.0,price: $990.0<br>Beds: 0.0<br> Baths: 1.0,45,4,0,4,3.7576594653955553
94,98,https://chicago.craigslist.org/chc/apa/d/chicago-stunning-short-term-1br/6858267538.html,Stunning short-term 1BR w/ European High End Furniture. Parking INCD,Apr  4,41.939732,-87.671155,,1.0,1.0,,,2475.0,price: $2475.0<br>Beds: 1.0<br> Baths: 1.0,9,4,0,3,4.502350929703833
95,99,https://chicago.craigslist.org/chc/apa/d/chicago-brand-new-luxury-1-bedroom-pick/6858267533.html,***BRAND NEW LUXURY 1 BEDROOM - PICK YOUR FLOOR PLAN***,Apr  4,41.975631,-87.655255,,1.0,1.0,,,1425.0,price: $1425.0<br>Beds: 1.0<br> Baths: 1.0,12,2,0,4,6.736569772977297
96,100,https://chicago.craigslist.org/chc/apa/d/chicago-the-pictures-prove-this-is-the/6858260299.html,-- THE PICTURES PROVE THIS IS THE ONE FOR YOU --,Apr  4,41.8923,-87.6373,,0.0,1.0,,,1750.0,price: $1750.0<br>Beds: 0.0<br> Baths: 1.0,50,1,0,10,0.951593160221594
97,101,https://chicago.craigslist.org/chc/apa/d/chicago-remodeled-ravenswood-studio-no/6854981979.html,"REMODELED Ravenswood Studio! No Sec Dep, Pets OK! B-EL, Mtra, Marianos",Apr  4,41.961531,-87.676156,,0.0,1.0,,,1095.0,price: $1095.0<br>Beds: 0.0<br> Baths: 1.0,17,7,0,4,6.008432998079169
98,102,https://chicago.craigslist.org/chc/apa/d/chicago-spacious-and-modern-logan/6858267691.html,Spacious and Modern Logan Square 3 Bedroom!,Apr  4,41.919232,-87.705356,,3.0,1.0,,,1750.0,price: $1750.0<br>Beds: 3.0<br> Baths: 1.0,15,3,0,1,4.360030760569797
99,103,https://chicago.craigslist.org/chc/apa/d/chicago-new-construction-2-bed-in/6843200352.html,***NEW CONSTRUCTION 2-BED IN CHICAGO'S HOTTEST NEIGHBORHOOD!***,Apr  4,41.876432,-87.647052,,2.0,2.0,909.0,"['available apr 4', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'no smoking', 'attached garage']",3000.0,price: $3000.0<br>Beds: 2.0<br> Baths: 2.0,23,2,2,4,0.3808026624430869
100,104,https://chicago.craigslist.org/chc/apa/d/chicago-2-bed-1-bath-for-year-lease/6858267749.html,"2 bed 1 bath for 1450$, 1 year lease, pets friendly, available May 1st",Apr  4,41.9909,-87.6629,,2.0,1.0,900.0,"['available may 1', '\n                        ', '\n                    ', '\n                        ', '\n                    ', '\n                        ', '\n                    ', 'cats are OK - purrr', 'dogs are OK - wooof', 'condo', 'w/d in unit', 'no smoking', 'street parking', 'wheelchair accessible']",1450.0,price: $1450.0<br>Beds: 2.0<br> Baths: 1.0,13,5,0,3,7.833360223095645
101,105,https://chicago.craigslist.org/chc/apa/d/chicago-ravenswood-studio-by-marianos/6854981528.html,"Ravenswood Studio by Marianos, B-EL, Metra! No Sec Dep, Pets OK!",Apr  4,41.968931,-87.672856,,0.0,1.0,,,1000.0,price: $1000.0<br>Beds: 0.0<br> Baths: 1.0,11,1,0,3,6.4506036618748
102,106,https://chicago.craigslist.org/chc/apa/d/chicago-gorgeous-remodel-available-now/6858267863.html,GORGEOUS REMODEL!!  AVAILABLE NOW!!,Apr  4,41.987631,-87.655556,,1.0,1.0,,,1550.0,price: $1550.0<br>Beds: 1.0<br> Baths: 1.0,5,1,0,3,7.561876954182116
103,107,https://chicago.craigslist.org/chc/apa/d/chicago-fall-in-love-with-your-new-home/6843196964.html,"***FALL IN LOVE WITH YOUR NEW HOME; FTC WINDOWS, LARGE CLOSETS!***",Apr  4,41.890932,-87.622052,,1.0,1.0,773.0,"['available apr 4', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'no smoking', 'attached garage']",2473.0,price: $2473.0<br>Beds: 1.0<br> Baths: 1.0,50,1,0,10,1.2621981332875036
104,108,https://chicago.craigslist.org/chc/apa/d/chicago-must-see-studio-in-the-most/6852986918.html,MUST SEE STUDIO IN THE MOST UNIQUE NEW BUILDING IN UPTOWN,Apr  4,41.973527,-87.656545,,0.0,1.0,,,1410.0,price: $1410.0<br>Beds: 0.0<br> Baths: 1.0,13,3,0,5,6.600319344529515
105,109,https://chicago.craigslist.org/chc/apa/d/chicago-lincoln-park-studio-available/6841574452.html,Lincoln Park Studio Available,Apr  4,41.930651,-87.640868,,0.0,1.0,,,1220.0,price: $1220.0<br>Beds: 0.0<br> Baths: 1.0,30,5,0,1,3.587087247948611
106,110,https://chicago.craigslist.org/chc/apa/d/chicago-lincoln-park-studio-available/6841308836.html,Lincoln Park Studio Available,Apr  4,41.930651,-87.640868,,0.0,1.0,,,1220.0,price: $1220.0<br>Beds: 0.0<br> Baths: 1.0,30,5,0,1,3.587087247948611
107,111,https://chicago.craigslist.org/chc/apa/d/chicago-3-bedroom-available-in-lakeview/6844613223.html,3 Bedroom available in Lakeview,Apr  4,41.933797,-87.639554,,3.0,2.0,,,2465.0,price: $2465.0<br>Beds: 3.0<br> Baths: 2.0,24,2,0,0,3.8043779108893663
108,112,https://chicago.craigslist.org/chc/apa/d/chicago-prime-lake-view-location/6858167817.html,Prime Lake View Location - 925 W. Newport Ave #925-G,Apr  4,41.944632,-87.654455,,3.0,2.0,,,2395.0,price: $2395.0<br>Beds: 3.0<br> Baths: 2.0,39,2,0,4,4.61002390507628
109,113,https://chicago.craigslist.org/chc/apa/d/chicago-modern-2-bedroom-1-bathroom/6858268616.html,Modern 2 Bedroom/1 Bathroom Apartment at Humboldt Park,Apr  4,41.913638,-87.699152,,2.0,1.0,,,1600.0,price: $1600.0<br>Beds: 2.0<br> Baths: 1.0,13,2,0,2,3.868815213200081
110,114,https://chicago.craigslist.org/chc/apa/d/chicago-incredible-streeterville-pet/6858268610.html,Incredible Streeterville Pet Friendly 2Bed/2bath.  InUnit W/D.  Spa.,Apr  4,41.890932,-87.622752,,2.0,2.0,1217.0,"['available may 8', 'apartment', 'w/d in unit']",3268.0,price: $3268.0<br>Beds: 2.0<br> Baths: 2.0,50,1,0,10,1.2356922398154255
111,115,https://chicago.craigslist.org/chc/apa/d/chicago-studio-on-diversey-available/6841337705.html,Studio on Diversey Available,Apr  4,41.933008,-87.640019,,0.0,1.0,,,915.0,price: $915.0<br>Beds: 0.0<br> Baths: 1.0,26,3,0,0,3.749735892939505
112,116,https://chicago.craigslist.org/chc/apa/d/gold-coaststudiorenovatedno-security/6858270549.html,Gold Coast*Studio*Renovated*No Security Deposit*Avail 4/10,Apr  4,41.899232,-87.621571,,0.0,1.0,,,1315.0,price: $1315.0<br>Beds: 0.0<br> Baths: 1.0,37,2,0,3,1.7136013016749025
113,117,https://chicago.craigslist.org/chc/apa/d/chicago-gorgeous-2bd-in-albany-park-in/6858270851.html,Gorgeous 2BD in Albany Park w/ In Unit Laundry. Steps to Brown line!,Apr  4,41.966531,-87.715857,,2.0,1.0,,,1300.0,price: $1300.0<br>Beds: 2.0<br> Baths: 1.0,2,1,0,2,7.200178534240815
114,118,https://chicago.craigslist.org/chc/apa/d/chicago-1-bed-1-bath-old-town-laundry/6858270849.html,1 Bed 1 Bath: Old Town / Laundry in Unit / New Rehab,Apr  4,41.9229,-87.6483,,2.0,2.0,823.0,"['available apr 4', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'attached garage']",3318.0,price: $3318.0<br>Beds: 2.0<br> Baths: 2.0,27,8,0,2,3.0793667964517395
115,119,https://chicago.craigslist.org/chc/apa/d/chicago-wi-fi-in-lobby-steps-to-park/6853600279.html,"Wi-Fi in lobby, Steps to park, lake and beach, Flexible lease terms",Apr  4,41.7813,-87.6051,,1.0,0.0,460.0,['apartment'],1394.0,price: $1394.0<br>Beds: 1.0<br> Baths: 0.0,1,5,0,2,6.964569622335744
116,120,https://chicago.craigslist.org/chc/apa/d/chicago-spacious-1-bedden-balcony-in/6847307928.html,***SPACIOUS 1-BED+DEN w/ BALCONY IN QUIET PART OF RIVER NORTH!***,Apr  4,41.894732,-87.641553,,1.0,1.0,825.0,"['available apr 4', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'no smoking', 'attached garage']",2340.0,price: $2340.0<br>Beds: 1.0<br> Baths: 1.0,21,2,0,4,1.108805202683776
117,121,https://chicago.craigslist.org/chc/apa/d/chicago-modern-studio-available/6849999989.html,Modern studio available,Apr  4,41.933008,-87.640019,,0.0,1.0,,,1230.0,price: $1230.0<br>Beds: 0.0<br> Baths: 1.0,26,3,0,0,3.749735892939505
118,122,https://chicago.craigslist.org/chc/apa/d/chicago-modern-studio-available/6845360856.html,Modern studio available,Apr  4,41.933008,-87.640019,,0.0,1.0,,,1230.0,price: $1230.0<br>Beds: 0.0<br> Baths: 1.0,26,3,0,0,3.749735892939505
119,123,https://chicago.craigslist.org/chc/apa/d/chicago-lincoln-park-studio-available/6843643327.html,Lincoln Park Studio Available,Apr  4,41.930651,-87.640868,,0.0,1.0,,,1220.0,price: $1220.0<br>Beds: 0.0<br> Baths: 1.0,30,5,0,1,3.587087247948611
120,124,https://chicago.craigslist.org/chc/apa/d/chicago-large-living-room-city-views/6858269022.html,LARGE LIVING ROOM !! CITY VIEWS!!,Apr  4,41.987631,-87.655556,,1.0,1.0,,,1265.0,price: $1265.0<br>Beds: 1.0<br> Baths: 1.0,5,1,0,3,7.561876954182116
121,125,https://chicago.craigslist.org/chc/apa/d/chicago-hot-division-damen-location/6858269428.html,Hot Division / Damen location,Apr  4,41.903232,-87.677254,,3.0,1.0,,,2550.0,price: $2550.0<br>Beds: 3.0<br> Baths: 1.0,41,5,0,2,2.544926775715172
122,126,https://chicago.craigslist.org/chc/apa/d/chicago-gorgeous-1-bedroom-unit/6854731193.html,Gorgeous 1 bedroom unit,Apr  4,41.915151,-87.672744,,1.0,1.0,740.0,"['available may 1', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'laundry on site', 'street parking']",1450.0,price: $1450.0<br>Beds: 1.0<br> Baths: 1.0,25,4,0,2,3.019004993104951
123,127,https://chicago.craigslist.org/chc/apa/d/chicago-great-upper-apartment-available/6849107923.html,Great Upper Apartment Available Now!!,Apr  4,41.7411,-87.6543,,1.0,1.0,,,800.0,price: $800.0<br>Beds: 1.0<br> Baths: 1.0,0,1,0,2,9.527903381956547
124,128,https://chicago.craigslist.org/chc/apa/d/chicago-this-is-the-brand-new-luxury-2/6858269569.html,***THIS IS THE BRAND NEW LUXURY 2 BED YOU'VE BEEN SEEKING***,Apr  4,41.8721,-87.6578,,2.0,2.0,,,4025.0,price: $4025.0<br>Beds: 2.0<br> Baths: 2.0,9,4,0,3,1.0085168139971645
125,129,https://chicago.craigslist.org/chc/apa/d/chicago-southport-corridore-loft-in-old/6858269696.html,Southport Corridore Loft in old Comed Substation - Duplex - 2 bed 2 ba,Apr  4,41.944587,-87.655533,,2.0,2.0,,,2500.0,price: $2500.0<br>Beds: 2.0<br> Baths: 2.0,30,2,0,4,4.616024354025006
126,130,https://chicago.craigslist.org/chc/apa/d/chicago-gorgeous-two-bed-apartment-with/6858269820.html,Gorgeous Two Bed Apartment With Picturesque Views of thew City AND Lak,Apr  4,41.897932,-87.631452,,2.0,1.0,,,2346.0,price: $2346.0<br>Beds: 2.0<br> Baths: 1.0,50,4,0,4,1.4036008248123384
127,131,https://chicago.craigslist.org/chc/apa/d/chicago-phenomenal-loop-studio-d-in/6858269836.html,"Phenomenal Loop Studio, W/D In Unit, Hdwd Floors, Pool, Pet friendly!",Apr  4,41.8858,-87.6181,,0.0,1.0,,,1650.0,price: $1650.0<br>Beds: 0.0<br> Baths: 1.0,15,0,0,13,1.2420370140912709
128,132,https://chicago.craigslist.org/chc/apa/d/chicago-beautiful-1br-with-new-kitchen/6858269862.html,Beautiful 1BR with New Kitchen in Albany Park!,Apr  4,41.9703,-87.7042,,1.0,1.0,,,1350.0,price: $1350.0<br>Beds: 1.0<br> Baths: 1.0,3,0,0,4,7.125694512501364
129,133,https://chicago.craigslist.org/chc/apa/d/chicago-brand-new-glorious-studio-with/6852985878.html,"^^^BRAND NEW GLORIOUS STUDIO WITH W/D, HDWD, GYM^^^",Apr  4,41.992631,-87.658656,,0.0,1.0,,,1075.0,price: $1075.0<br>Beds: 0.0<br> Baths: 1.0,13,2,0,3,7.922689187687864
130,134,https://chicago.craigslist.org/chc/apa/d/chicago-11th-floor-all-east-views/6858270466.html,11th Floor. All East views looking at Lake & Beach!,Apr  4,41.987631,-87.655556,,1.0,1.0,,,1495.0,price: $1495.0<br>Beds: 1.0<br> Baths: 1.0,5,1,0,3,7.561876954182116
131,135,https://chicago.craigslist.org/chc/apa/d/gold-coaststudiorenovatedno-security/6858270549.html,Gold Coast*Studio*Renovated*No Security Deposit*Avail 4/10,Apr  4,41.899232,-87.621571,,0.0,1.0,,,1315.0,price: $1315.0<br>Beds: 0.0<br> Baths: 1.0,37,2,0,3,1.7136013016749025
132,136,https://chicago.craigslist.org/chc/apa/d/chicago-lakeview-3-bedroom/6853852174.html,Lakeview 3 Bedroom,Apr  4,41.944537,-87.659419,,3.0,1.0,,,2100.0,price: $2100.0<br>Beds: 3.0<br> Baths: 1.0,27,1,0,4,4.650668095321389
133,137,https://chicago.craigslist.org/chc/apa/d/chicago-stay-gold-in-this-2-bedroom-2/6858210639.html,Stay Gold in this 2 Bedroom/2 Bathroom in the Heart of the Gold Coast,Apr  4,41.903132,-87.630153,,2.0,2.0,,,2881.0,price: $2881.0<br>Beds: 2.0<br> Baths: 2.0,42,4,0,4,1.7656951892780566
134,138,https://chicago.craigslist.org/chc/apa/d/chicago-gorgeous-lakeview-unit-2/6837883012.html,Gorgeous Lakeview Unit: 2 bedroom 1 bath,Apr  4,41.939132,-87.650154,,2.0,1.0,,,1950.0,price: $1950.0<br>Beds: 2.0<br> Baths: 1.0,50,5,0,4,4.203150801421777
135,139,https://chicago.craigslist.org/chc/apa/d/chicago-incredible-space-and-value/6839280002.html,***INCREDIBLE SPACE AND VALUE! GREAT 1-BED IN DOWNTOWN CHICAGO!***,Apr  4,41.888232,-87.622352,,1.0,1.0,795.0,"['available jul 20', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'laundry in bldg', 'no smoking', 'valet parking']",1877.0,price: $1877.0<br>Beds: 1.0<br> Baths: 1.0,50,1,0,13,1.1332922234301932
136,140,https://chicago.craigslist.org/chc/apa/d/chicago-beautiful-2-bedroom-condo-in/6845071154.html,Beautiful 2 Bedroom Condo in Lincoln Park w/Parking,Apr  4,41.920132,-87.643953,,2.0,1.0,,,2400.0,price: $2400.0<br>Beds: 2.0<br> Baths: 1.0,27,3,0,2,2.866835206334867
137,141,https://chicago.craigslist.org/chc/apa/d/chicago-beautiful-apartment-small-dog-ok/6858264173.html,BEAUTIFUL APARTMENT !! SMALL DOG OK!!,Apr  4,41.987631,-87.655556,,1.0,1.0,,,1245.0,price: $1245.0<br>Beds: 1.0<br> Baths: 1.0,5,1,0,3,7.561876954182116
138,142,https://chicago.craigslist.org/chc/apa/d/chicago-brand-new-luxury-1-bedroom-pick/6858264218.html,***BRAND NEW LUXURY 1 BEDROOM - PICK YOUR FLOOR PLAN***,Apr  4,41.975631,-87.655255,,1.0,1.0,,,1425.0,price: $1425.0<br>Beds: 1.0<br> Baths: 1.0,12,2,0,4,6.736569772977297
139,143,https://chicago.craigslist.org/chc/apa/d/chicago-available-4bed-2-bth-home-for/6858264259.html,Available 4bed 2 bth Home For Rent!,Apr  4,41.946084,-87.822926,,4.0,2.0,1248.0,"['cats are OK - purrr', 'dogs are OK - wooof', 'house', 'w/d in unit', 'detached garage']",800.0,price: $800.0<br>Beds: 4.0<br> Baths: 2.0,0,1,0,0,10.473629674271491
140,144,https://chicago.craigslist.org/chc/apa/d/chicago-stunning-coach-house-in-wicker/6847237548.html,Stunning Coach-house in Wicker Park: 3 bedroom 2 bath,Apr  4,41.897732,-87.677154,,3.0,2.0,,,2995.0,price: $2995.0<br>Beds: 3.0<br> Baths: 2.0,19,3,0,2,2.3054764675803954
141,145,https://chicago.craigslist.org/chc/apa/d/chicago-1-bedroom-park-views-indoor/6858210203.html,1 Bedroom w/ Park Views & Indoor Pool in the heart of Chicago,Apr  4,41.897995,-87.629929,,1.0,1.0,,,1897.0,price: $1897.0<br>Beds: 1.0<br> Baths: 1.0,50,4,0,4,1.4349213650174129
142,146,https://chicago.craigslist.org/chc/apa/d/chicago-sunny-studio-big-closet-cats-ok/6853459657.html,"Sunny studio, big closet, cats ok, e-z walk to L",Apr  4,41.928232,-87.709356,,0.0,1.0,,,1150.0,price: $1150.0<br>Beds: 0.0<br> Baths: 1.0,37,1,0,1,4.928401088701374
143,147,https://chicago.craigslist.org/chc/apa/d/chicago-stunning-3-bed-2-bath-unit-in/6847257001.html,Stunning 3 bed 2 bath unit in North Center,Apr  4,41.937732,-87.685655,,3.0,2.0,,,2495.0,price: $2495.0<br>Beds: 3.0<br> Baths: 2.0,2,2,0,0,4.695127530413919
144,148,https://chicago.craigslist.org/chc/apa/d/chicago-2-bedroom-condo-parking-lincoln/6845043777.html,2 Bedroom Condo w/Parking Lincoln Park,Apr  4,41.922132,-87.638453,,2.0,1.0,,,1850.0,price: $1850.0<br>Beds: 2.0<br> Baths: 1.0,17,1,0,0,3.0002740577973923
145,149,https://chicago.craigslist.org/chc/apa/d/chicago-gorgeous-river-north-2br-2ba/6858264455.html,GORGEOUS River North 2BR/2BA with Laundry In Unit- available now!,Apr  4,41.896432,-87.643053,,2.0,2.0,,,2950.0,price: $2950.0<br>Beds: 2.0<br> Baths: 2.0,15,2,0,4,1.2324606110736358
146,150,https://chicago.craigslist.org/chc/apa/d/chicago-huge-3-bedroom-on-logan-blvd/6836046908.html,"Huge 3 bedroom on Logan Blvd, closets galore, close to S'bucks",Apr  4,41.927979,-87.698584,,3.0,1.0,1500.0,"['available may 1', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'laundry in bldg', 'off-street parking']",2395.0,price: $2395.0<br>Beds: 3.0<br> Baths: 1.0,38,1,0,2,4.532950812048452
147,151,https://chicago.craigslist.org/chc/apa/d/chicago-huge-2-bed-with-gym-storage/6858264554.html,"Huge 2 bed with gym, storage, bike room, lounge, dry cleaning, huge pa",Apr  4,41.945601,-87.659274,,2.0,1.0,,,2050.0,price: $2050.0<br>Beds: 2.0<br> Baths: 1.0,26,1,0,4,4.720954198006404
148,152,https://chicago.craigslist.org/chc/apa/d/chicago-basic-1-bed-small-kitchen-cats/6853472147.html,"Basic 1 bed, small kitchen, cats ok, e-z walk to L",Apr  4,41.927525,-87.709544,,1.0,1.0,,,1195.0,price: $1195.0<br>Beds: 1.0<br> Baths: 1.0,35,1,0,1,4.901676450530201
149,153,https://chicago.craigslist.org/chc/apa/d/chicago-beautiful-1-bedroom-1-bath/6848891486.html,Beautiful 1 bedroom 1 bath Condo in Old Town,Apr  4,41.9033,-87.6336,,1.0,1.0,,,1700.0,price: $1700.0<br>Beds: 1.0<br> Baths: 1.0,40,4,0,4,1.7330709873443655
150,154,https://chicago.craigslist.org/chc/apa/d/chicago-top-floor-studio-exposed-brick/6853349261.html,"Top floor studio w/ exposed brick, pets ok, 0.4 mi to L",Apr  4,41.924532,-87.710756,,0.0,1.0,,,1095.0,price: $1095.0<br>Beds: 0.0<br> Baths: 1.0,18,1,0,1,4.808697988977123
151,155,https://chicago.craigslist.org/chc/apa/d/chicago-duplex-in-lincoln-park-3/6850897781.html,Duplex in Lincoln Park 3 bedroom 2 bath,Apr  4,41.923532,-87.661054,,3.0,2.0,,,2600.0,price: $2600.0<br>Beds: 3.0<br> Baths: 2.0,16,4,0,4,3.2740276785899236
152,156,https://chicago.craigslist.org/chc/apa/d/chicago-section-8-welcome-2-bedroom-2/6850890763.html,Section 8 Welcome: 2 bedroom 2 bath unit in Lincoln Park,Apr  4,41.922932,-87.641553,,2.0,2.0,,,2300.0,price: $2300.0<br>Beds: 2.0<br> Baths: 2.0,24,6,0,2,3.0546871662207242
153,157,https://chicago.craigslist.org/chc/apa/d/chicago-beautiful-modern-east-lakeview/6849739471.html,***BEAUTIFUL MODERN EAST LAKEVIEW CONVERTIBLE / JR 1-BED!***,Apr  4,41.951532,-87.649755,,0.0,1.0,570.0,"['available apr 4', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'no smoking', 'attached garage']",1925.0,price: $1925.0<br>Beds: 0.0<br> Baths: 1.0,8,7,0,2,5.052111681844463
154,158,https://chicago.craigslist.org/chc/apa/d/chicago-great-studios-milwaukee/6853303704.html,"Great studios @ Milwaukee/Diversey. Steps to L, Cats OK, Elevator",Apr  4,41.931679,-87.711294,,0.0,1.0,,,995.0,price: $995.0<br>Beds: 0.0<br> Baths: 1.0,27,2,0,2,5.1662072531246634
155,159,https://chicago.craigslist.org/chc/apa/d/chicago-stunning-lakeview-studio-june-1/6858264792.html,Stunning Lakeview Studio June 1,Apr  4,41.938232,-87.649354,,0.0,1.0,,,1235.0,price: $1235.0<br>Beds: 0.0<br> Baths: 1.0,50,5,0,3,4.136645197113894
